4163	mmu_segmented_region_max_width	coFloat
4172	mmu_segmented_region_interlocking_depth	coFloat
4183	interlocking_beam	coBool
4190	interlocking_beam_width	coFloat
4199	interlocking_orientation	coFloat
4209	interlocking_beam_layer_count	coInt
4217	interlocking_depth	coInt
4225	interlocking_boundary_avoidance	coInt
4234	calib_flowrate_topinfill_special_order	coBool
4238	ironing_type	coEnum
4254	ironing_pattern	coEnum
4266	ironing_flow	coPercent
4277	ironing_spacing	coFloat
4287	ironing_inset	coFloat
4297	ironing_speed	coFloat
4306	ironing_angle	coFloat
4316	ironing_angle_fixed	coBool
4323	ironing_expansion	coFloat
4333	zaa_enabled	coBool
4340	zaa_minimize_perimeter_height	coFloat
4352	zaa_dont_alternate_fill_direction	coBool
4359	zaa_min_z	coFloat
4370	layer_change_gcode	coString
4379	time_lapse_gcode	coString
4387	wrapping_detection_gcode	coString
4395	silent_mode	coBool
4401	emit_machine_limits_to_gcode	coBool
4409	machine_pause_gcode	coString
4418	template_custom_gcode	coString
4427	small_area_infill_flow_compensation	coBool
4434	small_area_infill_flow_compensation_model	coStrings
4448	has_scarf_joint_seam	coBool
4525	machine_max_junction_deviation	coFloats
4536	machine_min_extruding_rate	coFloats
4546	machine_min_travel_rate	coFloats
4556	machine_max_acceleration_extruding	coFloats
4570	machine_max_acceleration_retracting	coFloats
4581	machine_max_acceleration_travel	coFloats
4592	resonance_avoidance	coBool
4600	min_resonance_avoidance_speed	coFloat
4608	max_resonance_avoidance_speed	coFloat
4617	input_shaping_emit	coBool
4623	input_shaping_type	coEnum
4632	input_shaping_freq_x	coFloat
4641	input_shaping_freq_y	coFloat
4650	input_shaping_damp_x	coFloat
4658	input_shaping_damp_y	coFloat
4666	fan_max_speed	coFloats
4675	max_layer_height	coFloats
4684	max_volumetric_extrusion_rate_slope	coFloat
4705	max_volumetric_extrusion_rate_slope_segment_length	coFloat
4717	extrusion_rate_smoothing_external_perimeter_only	coBool
4725	fan_min_speed	coFloats
4734	additional_cooling_fan_speed	coInts
4744	close_additional_fan_first_x_layers	coInts
4753	additional_fan_full_speed_layer	coInts
4762	first_x_layer_fan_speed	coFloats
4771	min_layer_height	coFloats
4780	slow_down_min_speed	coFloats
4789	nozzle_diameter	coFloats
4797	notes	coString
4807	host_type	coEnum
4848	nozzle_volume	coFloats
4857	cooling_tube_retraction	coFloat
4865	cooling_tube_length	coFloat
4873	high_current_on_filament_swap	coBool
4881	parking_pos_retraction	coFloat
4890	extra_loading_move	coFloat
4899	start_end_points	coPoints
4907	reduce_infill_retraction	coBool
4913	ooze_prevention	coBool
4919	filename_format	coString
4926	make_overhang_printable	coBool
4933	make_overhang_printable_angle	coFloat
4945	make_overhang_printable_hole_size	coFloat
4955	detect_overhang_wall	coBool
4962	outer_wall_filament_id	coInt
4971	inner_wall_filament_id	coInt
4980	inner_wall_line_width	coFloatOrPercent
4992	inner_wall_speed	coFloat
5002	wall_loops	coInt
5010	alternate_extra_wall	coBool
5019	post_process	coStrings
5032	process_change_extrusion_role_gcode	coString
5041	printer_model	coString
5047	printer_notes	coString
5056	printer_variant	coString
5062	print_settings_id	coString
5067	printer_settings_id	coString
5072	raft_contact_distance	coFloat
5081	raft_expansion	coFloat
5090	raft_first_layer_density	coPercent
5100	raft_first_layer_expansion	coFloat
5110	raft_layers	coInt
5121	resolution	coFloat
5129	retraction_minimum_travel	coFloats
5136	retract_before_wipe	coPercents
5143	retract_when_changing_layer	coBools
5149	retraction_length	coFloats
5158	enable_long_retraction_when_cut	coInt
5162	long_retractions_when_cut	coBools
5169	retraction_distances_when_cut	coFloats
5177	long_retractions_when_ec	coBools
5183	retraction_distances_when_ec	coFloats
5192	retract_length_toolchange	coFloats
5203	z_hop	coFloats
5212	retract_lift_above	coFloats
5220	retract_lift_below	coFloats
5228	z_hop_types	coEnums
5243	travel_slope	coFloats
5252	retract_lift_above	coFloats
5259	retract_lift_below	coFloats
5266	retract_lift_enforce	coEnums
5281	extruder_type	coEnums
5294	nozzle_volume_type	coEnums
5306	default_nozzle_volume_type	coEnums
5318	extruder_variant_list	coStrings
5325	extruder_ams_count	coStrings
5331	printer_extruder_id	coInts
5338	printer_extruder_variant	coStrings
5345	master_extruder_id	coInt
5351	print_extruder_id	coInts
5358	print_extruder_variant	coStrings
5365	filament_extruder_id	coInts
5371	filament_extruder_variant	coStrings
5378	filament_self_index	coInts
5385	retract_restart_extra	coFloats
5393	retract_restart_extra_toolchange	coFloats
5401	retraction_speed	coFloats
5409	deretraction_speed	coFloats
5417	use_firmware_retraction	coBool
